date,1. open,2. high,3. low,4. close,5. volume
2020-07-08 18:40:00,1506.0,1506.0,1506.0,1506.0,167.0
2020-07-08 17:56:00,1505.98,1505.98,1505.98,1505.98,202.0
2020-07-08 16:55:00,1505.0,1505.0,1505.0,1505.0,201.0
2020-07-08 16:54:00,1505.0,1505.0,1505.0,1505.0,201.0
2020-07-08 16:17:00,1503.6,1503.6,1503.6,1503.6,501.0
2020-07-08 16:10:00,1501.5,1501.5,1501.0,1501.0,433.0
2020-07-08 16:03:00,1503.6,1503.6,1503.6,1503.6,427.0
2020-07-08 16:01:00,1503.6,1503.6,1503.6,1503.6,58864.0
2020-07-08 16:00:00,1502.43,1503.6,1501.89,1503.155,38789.0
2020-07-08 15:59:00,1502.02,1502.63,1501.75,1502.07,23826.0
2020-07-08 15:58:00,1501.75,1503.11,1501.48,1502.49,23524.0
2020-07-08 15:57:00,1502.42,1503.39,1501.77,1501.94,19932.0
2020-07-08 15:56:00,1503.25,1503.78,1501.86,1502.43,21512.0
2020-07-08 15:55:00,1502.22,1503.77,1501.55,1503.77,24016.0
2020-07-08 15:54:00,1498.89,1502.29,1498.89,1501.28,14377.0
2020-07-08 15:53:00,1498.73,1499.75,1498.15,1498.65,12451.0
2020-07-08 15:52:00,1497.94,1499.37,1497.94,1499.12,7943.0
2020-07-08 15:51:00,1498.43,1499.8,1497.48,1497.825,10023.0
2020-07-08 15:50:00,1499.415,1499.415,1498.23,1498.35,5302.0
2020-07-08 15:49:00,1499.585,1500.3199,1499.06,1499.41,7962.0
2020-07-08 15:48:00,1499.705,1499.7425,1499.11,1499.43,1837.0
2020-07-08 15:47:00,1499.11,1499.955,1499.08,1499.52,6644.0
2020-07-08 15:46:00,1499.025,1499.405,1498.855,1499.24,3240.0
2020-07-08 15:45:00,1499.5,1499.79,1498.44,1499.0,5204.0
2020-07-08 15:44:00,1499.03,1499.49,1498.23,1499.43,7238.0
2020-07-08 15:43:00,1499.345,1499.77,1499.25,1499.28,3064.0
2020-07-08 15:42:00,1498.7426,1499.62,1498.52,1499.62,1677.0
2020-07-08 15:41:00,1498.37,1499.14,1498.37,1498.6825,3092.0
2020-07-08 15:40:00,1498.18,1498.2,1497.78,1497.815,1988.0
2020-07-08 15:39:00,1500.35,1500.46,1498.84,1498.84,5643.0
2020-07-08 15:38:00,1500.64,1501.72,1500.1925,1500.1925,3375.0
2020-07-08 15:37:00,1500.04,1500.48,1499.75,1500.38,5657.0
2020-07-08 15:36:00,1501.42,1501.725,1500.38,1500.38,5399.0
2020-07-08 15:35:00,1500.69,1501.71,1500.42,1501.425,4417.0
2020-07-08 15:34:00,1501.2,1501.21,1500.73,1500.97,2417.0
2020-07-08 15:33:00,1500.56,1501.6899,1500.56,1501.19,2457.0
2020-07-08 15:32:00,1500.65,1500.855,1500.12,1500.56,3145.0
2020-07-08 15:31:00,1499.46,1500.9125,1499.46,1500.9,6898.0
2020-07-08 15:30:00,1499.205,1499.21,1498.735,1498.92,1442.0
2020-07-08 15:29:00,1499.5,1499.55,1498.95,1499.035,1958.0
2020-07-08 15:28:00,1499.69,1500.07,1498.84,1499.33,3006.0
2020-07-08 15:27:00,1501.31,1501.39,1499.89,1499.91,6847.0
2020-07-08 15:26:00,1501.74,1501.75,1501.205,1501.68,3467.0
2020-07-08 15:25:00,1501.03,1502.1,1501.03,1501.72,5258.0
2020-07-08 15:24:00,1501.75,1502.09,1501.195,1501.37,3173.0
2020-07-08 15:23:00,1502.31,1502.71,1501.11,1501.11,3758.0
2020-07-08 15:22:00,1502.42,1503.0,1502.08,1502.665,2771.0
2020-07-08 15:21:00,1502.68,1502.78,1502.0525,1502.39,3142.0
2020-07-08 15:20:00,1503.08,1503.1,1502.5294,1502.6859,3032.0
2020-07-08 15:19:00,1503.66,1503.66,1503.07,1503.305,3142.0
2020-07-08 15:18:00,1504.64,1504.64,1503.65,1503.65,3254.0
2020-07-08 15:17:00,1505.46,1505.46,1504.57,1505.1826,1105.0
2020-07-08 15:16:00,1505.7,1505.73,1505.4258,1505.73,1037.0
2020-07-08 15:15:00,1505.545,1505.995,1505.545,1505.995,1546.0
2020-07-08 15:14:00,1504.335,1505.09,1504.335,1505.08,2147.0
2020-07-08 15:13:00,1504.7,1504.84,1504.03,1504.14,2068.0
2020-07-08 15:12:00,1504.65,1505.03,1504.56,1504.59,2407.0
2020-07-08 15:11:00,1504.28,1504.79,1503.79,1504.28,3662.0
2020-07-08 15:10:00,1504.205,1504.205,1503.6663,1503.82,3191.0
2020-07-08 15:09:00,1503.06,1504.5,1503.06,1504.1983,1884.0
2020-07-08 15:08:00,1504.1,1504.1,1503.23,1503.26,2101.0
2020-07-08 15:07:00,1504.46,1505.0,1503.635,1504.6,5458.0
2020-07-08 15:06:00,1502.24,1504.26,1502.08,1504.08,3912.0
2020-07-08 15:05:00,1501.8703,1502.09,1501.56,1501.94,2309.0
2020-07-08 15:04:00,1501.8582,1502.03,1501.65,1501.65,3365.0
2020-07-08 15:03:00,1501.72,1502.14,1501.5157,1501.5157,1774.0
2020-07-08 15:02:00,1502.75,1502.91,1502.07,1502.07,2917.0
2020-07-08 15:01:00,1501.26,1503.2,1500.98,1503.095,5647.0
2020-07-08 15:00:00,1500.0,1501.11,1499.91,1500.72,3466.0
2020-07-08 14:59:00,1498.64,1499.74,1498.64,1499.37,4136.0
2020-07-08 14:58:00,1498.3033,1498.5,1498.3033,1498.38,476.0
2020-07-08 14:57:00,1497.01,1498.33,1497.01,1498.33,2055.0
2020-07-08 14:56:00,1496.06,1497.34,1496.06,1497.03,2071.0
2020-07-08 14:55:00,1497.83,1497.83,1496.03,1496.03,1503.0
2020-07-08 14:54:00,1497.77,1498.01,1497.77,1498.0,1934.0
2020-07-08 14:53:00,1498.14,1498.48,1498.06,1498.06,1040.0
2020-07-08 14:52:00,1498.38,1498.97,1498.21,1498.21,2205.0
2020-07-08 14:51:00,1498.04,1498.645,1497.58,1498.46,4271.0
2020-07-08 14:50:00,1497.84,1497.85,1496.9777,1497.3542,4305.0
2020-07-08 14:49:00,1498.35,1498.35,1497.56,1497.56,1388.0
2020-07-08 14:48:00,1497.89,1498.37,1497.68,1498.14,4441.0
2020-07-08 14:47:00,1497.68,1497.8,1497.68,1497.8,582.0
2020-07-08 14:46:00,1497.17,1497.21,1497.03,1497.21,1135.0
2020-07-08 14:45:00,1497.0,1497.35,1496.79,1496.79,1983.0
2020-07-08 14:44:00,1496.75,1496.75,1496.74,1496.74,478.0
2020-07-08 14:43:00,1497.26,1497.31,1497.0727,1497.31,1453.0
2020-07-08 14:42:00,1496.52,1496.52,1496.52,1496.52,647.0
2020-07-08 14:41:00,1499.2,1499.2,1497.02,1497.34,4176.0
2020-07-08 14:40:00,1498.98,1499.03,1498.7,1499.03,2321.0
2020-07-08 14:39:00,1498.76,1499.1,1498.67,1498.725,1927.0
2020-07-08 14:38:00,1498.93,1498.93,1498.805,1498.805,623.0
2020-07-08 14:37:00,1498.34,1499.03,1498.34,1498.635,1507.0
2020-07-08 14:36:00,1498.14,1498.375,1497.73,1498.3,3032.0
2020-07-08 14:35:00,1498.43,1499.11,1498.31,1498.31,3224.0
2020-07-08 14:34:00,1498.335,1498.49,1498.0001,1498.49,1400.0
2020-07-08 14:33:00,1498.93,1499.12,1498.73,1498.73,2869.0
2020-07-08 14:32:00,1498.92,1498.92,1498.27,1498.37,2364.0
2020-07-08 14:31:00,1498.85,1498.85,1498.24,1498.53,1187.0
2020-07-08 14:30:00,1498.07,1498.07,1498.07,1498.07,688.0
2020-07-08 14:29:00,1498.54,1499.03,1497.66,1497.81,2438.0
2020-07-08 14:28:00,1498.885,1499.28,1498.51,1498.51,2355.0
2020-07-08 14:27:00,1498.84,1499.02,1498.84,1498.97,1712.0
2020-07-08 14:26:00,1499.09,1499.7,1498.84,1498.85,2722.0
2020-07-08 14:25:00,1499.32,1499.9599,1498.56,1498.725,2253.0
2020-07-08 14:24:00,1498.115,1499.54,1498.115,1499.54,2300.0
2020-07-08 14:23:00,1496.51,1496.84,1496.0,1496.84,1792.0
2020-07-08 14:22:00,1496.39,1496.91,1496.39,1496.79,1454.0
2020-07-08 14:21:00,1496.82,1496.93,1496.58,1496.58,1604.0
2020-07-08 14:20:00,1496.92,1497.13,1496.62,1496.65,2492.0
2020-07-08 14:19:00,1498.03,1498.03,1496.97,1497.58,2522.0
2020-07-08 14:18:00,1497.67,1498.42,1497.67,1498.42,1916.0
2020-07-08 14:17:00,1497.7,1497.72,1497.68,1497.71,1229.0
2020-07-08 14:16:00,1498.47,1498.97,1495.0,1498.24,20503.0
2020-07-08 14:15:00,1498.66,1498.66,1498.66,1498.66,845.0
2020-07-08 14:14:00,1499.31,1499.425,1499.07,1499.41,1533.0
2020-07-08 14:13:00,1499.54,1499.54,1499.23,1499.42,1311.0
2020-07-08 14:12:00,1497.86,1499.4,1497.86,1499.4,829.0
2020-07-08 14:11:00,1497.06,1497.91,1497.06,1497.91,1135.0
2020-07-08 14:10:00,1497.86,1497.86,1497.42,1497.42,594.0
2020-07-08 14:09:00,1496.47,1496.68,1496.0,1496.52,1606.0
2020-07-08 14:08:00,1497.365,1497.365,1497.365,1497.365,694.0
2020-07-08 14:07:00,1496.1,1496.1,1496.1,1496.1,688.0
2020-07-08 14:06:00,1496.63,1496.63,1496.0,1496.0,990.0
2020-07-08 14:05:00,1498.57,1498.83,1496.37,1496.37,2238.0
2020-07-08 14:04:00,1500.26,1500.28,1498.56,1498.84,3822.0
2020-07-08 14:03:00,1499.435,1500.71,1499.435,1500.7,5113.0
2020-07-08 14:02:00,1498.75,1499.47,1498.75,1499.4025,1438.0
2020-07-08 14:01:00,1498.0,1498.32,1497.27,1498.28,3084.0
2020-07-08 14:00:00,1499.48,1499.48,1498.08,1498.595,1239.0
2020-07-08 13:59:00,1500.11,1500.26,1499.89,1499.89,2112.0
2020-07-08 13:58:00,1500.155,1500.155,1499.78,1499.78,725.0
2020-07-08 13:57:00,1498.7505,1499.32,1498.7505,1499.32,1035.0
2020-07-08 13:56:00,1498.79,1498.79,1498.26,1498.35,2563.0
2020-07-08 13:55:00,1500.68,1500.885,1499.8,1499.8,1986.0
2020-07-08 13:54:00,1502.5293,1502.5293,1501.49,1501.49,1436.0
2020-07-08 13:53:00,1501.0,1501.5,1501.0,1501.5,708.0
2020-07-08 13:52:00,1501.795,1501.795,1501.09,1501.14,2292.0
2020-07-08 13:51:00,1501.59,1501.59,1501.59,1501.59,396.0
2020-07-08 13:50:00,1502.96,1502.96,1501.97,1501.97,1366.0
2020-07-08 13:49:00,1500.986,1502.26,1500.986,1502.26,2310.0
2020-07-08 13:48:00,1500.82,1500.85,1500.61,1500.61,2101.0
2020-07-08 13:47:00,1501.09,1501.4,1501.0,1501.11,1535.0
2020-07-08 13:46:00,1501.6238,1501.6238,1501.0,1501.175,2243.0
2020-07-08 13:45:00,1502.49,1502.49,1502.0,1502.0,1222.0
2020-07-08 13:44:00,1502.8,1502.8,1502.305,1502.305,2230.0
2020-07-08 13:43:00,1502.79,1502.9881,1502.79,1502.9881,833.0
2020-07-08 13:42:00,1502.28,1502.74,1502.25,1502.74,1791.0
2020-07-08 13:41:00,1502.67,1502.67,1501.82,1501.82,1169.0
2020-07-08 13:40:00,1503.385,1503.55,1503.26,1503.26,532.0
2020-07-08 13:39:00,1503.2,1503.55,1503.03,1503.55,2236.0
2020-07-08 13:38:00,1503.96,1504.39,1503.39,1503.47,2313.0
2020-07-08 13:37:00,1503.91,1503.97,1503.74,1503.97,1206.0
2020-07-08 13:36:00,1503.62,1503.96,1503.62,1503.96,1802.0
2020-07-08 13:35:00,1503.3,1504.4,1503.3,1503.96,1927.0
2020-07-08 13:34:00,1504.33,1504.33,1503.95,1503.95,543.0
2020-07-08 13:33:00,1503.32,1503.32,1503.32,1503.32,398.0
2020-07-08 13:32:00,1504.265,1504.265,1503.4,1503.4,1543.0
2020-07-08 13:31:00,1502.355,1503.88,1502.355,1503.88,2901.0
2020-07-08 13:30:00,1502.06,1502.06,1502.06,1502.06,655.0
2020-07-08 13:29:00,1501.495,1502.5625,1501.495,1502.56,748.0
2020-07-08 13:28:00,1500.93,1501.525,1500.87,1501.525,1466.0
2020-07-08 13:27:00,1502.2,1502.2,1500.02,1500.02,3213.0
2020-07-08 13:26:00,1502.3208,1502.3208,1501.98,1501.98,1967.0
2020-07-08 13:25:00,1503.11,1503.35,1502.47,1502.505,2707.0
2020-07-08 13:24:00,1504.35,1504.35,1502.86,1502.86,2045.0
2020-07-08 13:23:00,1505.21,1505.365,1505.21,1505.365,881.0
2020-07-08 13:22:00,1505.92,1505.92,1504.29,1504.67,1957.0
2020-07-08 13:21:00,1506.38,1506.78,1506.38,1506.78,1366.0
2020-07-08 13:20:00,1507.055,1507.055,1506.5,1506.5,877.0
2020-07-08 13:19:00,1507.93,1507.93,1506.9801,1507.4175,2087.0
2020-07-08 13:18:00,1507.21,1508.25,1506.99,1508.25,1692.0
2020-07-08 13:17:00,1507.2975,1507.5,1506.99,1507.015,2565.0
2020-07-08 13:16:00,1507.86,1507.87,1507.308,1507.71,2537.0
2020-07-08 13:15:00,1507.85,1508.31,1507.85,1508.31,1282.0
2020-07-08 13:14:00,1507.25,1507.72,1507.25,1507.52,1539.0
2020-07-08 13:13:00,1507.455,1507.455,1506.79,1507.425,672.0
2020-07-08 13:12:00,1506.97,1507.55,1506.97,1507.55,1837.0
2020-07-08 13:11:00,1508.205,1508.205,1507.115,1507.115,1663.0
2020-07-08 13:10:00,1506.89,1508.0,1506.89,1508.0,2328.0
2020-07-08 13:09:00,1507.6,1507.6,1506.7,1506.7,2089.0
2020-07-08 13:08:00,1507.33,1507.33,1506.75,1506.83,2209.0
2020-07-08 13:07:00,1508.03,1508.03,1507.455,1507.455,2546.0
2020-07-08 13:06:00,1507.795,1508.005,1507.58,1507.78,1462.0
2020-07-08 13:05:00,1508.465,1508.465,1507.65,1508.01,1144.0
2020-07-08 13:04:00,1507.62,1508.345,1507.58,1508.08,3226.0
2020-07-08 13:03:00,1508.06,1508.515,1507.58,1507.61,4507.0
2020-07-08 13:02:00,1507.6,1508.1,1507.43,1507.97,2613.0
2020-07-08 13:01:00,1508.89,1508.9075,1507.52,1507.98,3161.0
2020-07-08 13:00:00,1508.17,1509.1446,1508.07,1508.37,3629.0
2020-07-08 12:59:00,1505.81,1508.0829,1505.81,1508.0829,4691.0
2020-07-08 12:58:00,1505.48,1506.02,1505.14,1506.02,1832.0
2020-07-08 12:57:00,1503.35,1504.99,1503.35,1504.99,2926.0
2020-07-08 12:56:00,1502.15,1503.575,1502.15,1503.575,1422.0
2020-07-08 12:55:00,1501.925,1502.09,1501.485,1502.09,1003.0
2020-07-08 12:54:00,1501.5258,1502.09,1501.52,1502.09,1395.0
2020-07-08 12:52:00,1501.89,1501.89,1501.785,1501.785,653.0
2020-07-08 12:51:00,1501.66,1502.87,1501.66,1502.45,1534.0
2020-07-08 12:50:00,1501.82,1501.95,1501.36,1501.54,2665.0
2020-07-08 12:49:00,1501.99,1501.99,1501.99,1501.99,312.0
2020-07-08 12:48:00,1502.2,1502.2,1502.2,1502.2,297.0
2020-07-08 12:47:00,1501.87,1502.05,1501.87,1502.05,811.0
2020-07-08 12:46:00,1501.22,1501.5725,1501.08,1501.27,1058.0
2020-07-08 12:45:00,1501.51,1501.51,1500.73,1501.46,2068.0
2020-07-08 12:44:00,1502.22,1502.22,1501.66,1501.66,1391.0
2020-07-08 12:43:00,1503.8575,1503.8575,1502.215,1502.215,1234.0
2020-07-08 12:42:00,1504.97,1505.03,1503.62,1503.62,3017.0
2020-07-08 12:41:00,1504.265,1505.01,1504.265,1504.995,2522.0
2020-07-08 12:40:00,1503.995,1504.51,1503.995,1504.51,1415.0
2020-07-08 12:39:00,1503.65,1504.09,1503.25,1504.09,2263.0
2020-07-08 12:38:00,1503.275,1503.46,1503.275,1503.41,740.0
2020-07-08 12:37:00,1502.79,1503.05,1502.62,1503.05,985.0
2020-07-08 12:36:00,1503.065,1503.1,1503.065,1503.1,376.0
2020-07-08 12:35:00,1503.7996,1503.7996,1502.83,1502.83,1583.0
2020-07-08 12:34:00,1504.5,1504.5,1503.78,1503.78,1224.0
2020-07-08 12:33:00,1504.17,1504.51,1504.17,1504.445,1503.0
2020-07-08 12:32:00,1504.255,1504.7,1503.76,1503.89,3208.0
2020-07-08 12:31:00,1503.87,1503.87,1503.87,1503.87,240.0
2020-07-08 12:30:00,1504.0,1504.36,1503.87,1504.13,1979.0
2020-07-08 12:29:00,1504.56,1504.56,1503.525,1503.525,1772.0
2020-07-08 12:28:00,1503.88,1503.97,1503.675,1503.675,1866.0
2020-07-08 12:27:00,1504.59,1504.59,1504.06,1504.305,1439.0
2020-07-08 12:26:00,1504.0,1504.095,1504.0,1504.0225,875.0
2020-07-08 12:25:00,1503.5,1503.63,1503.5,1503.63,1249.0
2020-07-08 12:24:00,1503.25,1503.25,1502.945,1502.945,1612.0
2020-07-08 12:23:00,1503.32,1503.76,1502.96,1502.96,3649.0
2020-07-08 12:22:00,1503.07,1503.57,1503.07,1503.34,1029.0
2020-07-08 12:21:00,1502.4725,1503.59,1502.4725,1503.59,2164.0
2020-07-08 12:20:00,1502.01,1502.5,1500.9701,1502.5,1936.0
2020-07-08 12:19:00,1501.56,1502.0,1501.18,1502.0,1897.0
2020-07-08 12:18:00,1500.1485,1501.37,1500.1485,1501.37,1548.0
2020-07-08 12:17:00,1499.19,1499.795,1498.11,1499.795,3389.0
2020-07-08 12:16:00,1499.99,1500.18,1499.29,1499.29,2547.0
2020-07-08 12:15:00,1500.59,1500.59,1500.45,1500.45,373.0
2020-07-08 12:14:00,1500.86,1500.87,1500.4114,1500.4114,1420.0
2020-07-08 12:13:00,1501.34,1501.5525,1500.36,1500.58,3463.0
2020-07-08 12:12:00,1500.81,1500.955,1500.45,1500.762,2012.0
2020-07-08 12:11:00,1500.1308,1501.02,1500.1308,1500.88,1169.0
2020-07-08 12:10:00,1499.995,1500.56,1499.9,1500.27,1290.0
2020-07-08 12:09:00,1499.82,1500.13,1499.82,1499.82,1539.0
2020-07-08 12:08:00,1500.76,1500.87,1500.07,1500.64,2918.0
2020-07-08 12:07:00,1500.04,1500.49,1500.04,1500.395,2044.0
2020-07-08 12:06:00,1501.1,1501.1,1499.53,1499.68,2107.0
2020-07-08 12:05:00,1500.41,1501.15,1500.22,1500.75,2262.0
2020-07-08 12:04:00,1501.11,1501.11,1500.18,1500.38,1798.0
2020-07-08 12:03:00,1501.0,1502.0903,1500.8101,1500.8101,2536.0
2020-07-08 12:02:00,1499.695,1499.695,1499.695,1499.695,530.0
2020-07-08 12:01:00,1501.42,1502.08,1500.97,1501.0,5200.0
2020-07-08 12:00:00,1500.95,1500.95,1500.95,1500.95,710.0
2020-07-08 11:59:00,1500.96,1501.435,1500.72,1500.72,1330.0
2020-07-08 11:58:00,1501.31,1501.535,1501.17,1501.17,1270.0
2020-07-08 11:57:00,1500.51,1502.015,1500.51,1501.45,3034.0
2020-07-08 11:56:00,1500.53,1501.45,1500.33,1500.33,3720.0
2020-07-08 11:55:00,1500.68,1501.61,1500.68,1501.3,1197.0
2020-07-08 11:54:00,1498.63,1500.17,1498.63,1500.09,1167.0
2020-07-08 11:53:00,1499.1,1499.18,1498.72,1498.72,1242.0
2020-07-08 11:52:00,1498.73,1498.92,1498.73,1498.92,721.0
2020-07-08 11:51:00,1499.075,1499.4,1498.91,1498.92,2233.0
2020-07-08 11:50:00,1498.53,1498.535,1498.51,1498.535,648.0
2020-07-08 11:49:00,1499.18,1499.55,1498.78,1499.23,1591.0
2020-07-08 11:48:00,1499.585,1499.9,1498.82,1499.18,3084.0
2020-07-08 11:47:00,1499.67,1499.82,1499.51,1499.635,2500.0
2020-07-08 11:46:00,1499.505,1500.52,1499.29,1500.02,3624.0
2020-07-08 11:45:00,1498.565,1499.49,1498.565,1499.2,4813.0
2020-07-08 11:44:00,1498.31,1498.96,1498.18,1498.6,2066.0
2020-07-08 11:43:00,1498.18,1498.86,1498.18,1498.86,2682.0
2020-07-08 11:42:00,1497.29,1498.11,1497.29,1497.86,1063.0
2020-07-08 11:41:00,1498.18,1498.18,1497.13,1497.13,2296.0
2020-07-08 11:40:00,1497.925,1498.18,1497.67,1498.1,2672.0
2020-07-08 11:39:00,1497.22,1498.18,1497.22,1497.36,1655.0
2020-07-08 11:38:00,1496.74,1496.74,1496.225,1496.225,663.0
2020-07-08 11:37:00,1497.0,1497.0,1496.8,1496.8,784.0
2020-07-08 11:36:00,1496.99,1497.1,1496.67,1496.67,1318.0
2020-07-08 11:35:00,1497.02,1497.15,1496.885,1497.15,1620.0
2020-07-08 11:34:00,1497.5,1497.59,1497.05,1497.59,2513.0
2020-07-08 11:33:00,1497.43,1497.84,1496.63,1497.55,3024.0
2020-07-08 11:32:00,1497.67,1498.19,1497.575,1497.8396,1582.0
2020-07-08 11:31:00,1497.34,1498.12,1496.62,1497.46,3813.0
2020-07-08 11:30:00,1495.16,1497.13,1495.16,1496.5501,1870.0
2020-07-08 11:29:00,1494.87,1495.3,1494.87,1495.3,1590.0
2020-07-08 11:28:00,1493.705,1493.705,1492.8835,1493.6,1385.0
2020-07-08 11:27:00,1492.69,1493.61,1492.31,1493.61,3249.0
2020-07-08 11:26:00,1494.23,1494.52,1492.72,1492.98,4303.0
2020-07-08 11:25:00,1492.98,1494.74,1492.98,1494.74,3596.0
2020-07-08 11:24:00,1493.53,1493.53,1492.3,1492.3,2359.0
2020-07-08 11:23:00,1494.96,1495.67,1493.27,1493.67,7369.0
2020-07-08 11:22:00,1495.0,1495.63,1494.74,1494.74,5217.0
2020-07-08 11:21:00,1497.39,1498.1,1495.12,1495.12,5246.0
2020-07-08 11:20:00,1498.56,1498.62,1496.52,1497.0085,9767.0
2020-07-08 11:19:00,1500.745,1500.745,1498.28,1498.665,4359.0
2020-07-08 11:18:00,1500.71,1500.89,1500.3733,1500.7475,1816.0
2020-07-08 11:17:00,1500.2009,1501.695,1499.56,1500.7,8266.0
2020-07-08 11:16:00,1501.81,1501.81,1499.8,1500.81,5335.0
2020-07-08 11:15:00,1501.6975,1502.8099,1501.485,1502.6,3641.0
2020-07-08 11:14:00,1503.21,1503.74,1502.16,1502.16,4662.0
2020-07-08 11:13:00,1501.8643,1502.27,1501.15,1502.27,5493.0
2020-07-08 11:12:00,1501.63,1501.98,1501.57,1501.8799,1159.0
2020-07-08 11:11:00,1500.88,1501.04,1500.535,1500.995,1558.0
2020-07-08 11:10:00,1499.24,1500.84,1499.24,1500.7002,3427.0
2020-07-08 11:09:00,1500.45,1500.45,1498.55,1498.98,7986.0
2020-07-08 11:08:00,1502.12,1502.12,1500.68,1500.765,2853.0
2020-07-08 11:07:00,1503.335,1504.0814,1503.205,1503.305,2155.0
2020-07-08 11:06:00,1503.255,1503.7308,1502.9148,1503.67,1641.0
2020-07-08 11:05:00,1503.62,1503.62,1502.39,1502.495,1599.0
2020-07-08 11:04:00,1504.555,1504.68,1504.46,1504.46,2742.0
2020-07-08 11:03:00,1506.7579,1507.05,1504.31,1504.31,2175.0
2020-07-08 11:02:00,1508.97,1509.28,1506.72,1506.72,4039.0
2020-07-08 11:01:00,1509.19,1509.5,1508.03,1508.55,3699.0
2020-07-08 11:00:00,1508.98,1510.2257,1508.98,1509.84,9122.0
2020-07-08 10:59:00,1508.69,1509.375,1508.64,1509.375,4404.0
2020-07-08 10:58:00,1507.64,1508.76,1507.64,1508.76,2131.0
2020-07-08 10:57:00,1507.63,1508.16,1507.63,1507.7,3987.0
2020-07-08 10:56:00,1507.4,1507.81,1507.22,1507.22,999.0
2020-07-08 10:55:00,1507.25,1507.91,1507.25,1507.91,2124.0
2020-07-08 10:54:00,1507.505,1507.98,1507.0901,1507.39,3203.0
2020-07-08 10:53:00,1506.575,1507.06,1506.4,1507.06,1524.0
2020-07-08 10:52:00,1506.555,1507.0,1506.52,1506.61,2081.0
2020-07-08 10:51:00,1505.98,1506.526,1505.73,1506.526,1409.0
2020-07-08 10:50:00,1504.837,1505.6,1504.305,1505.6,3158.0
2020-07-08 10:49:00,1503.31,1503.31,1502.8,1502.9,946.0
2020-07-08 10:48:00,1503.86,1503.86,1503.31,1503.31,1953.0
2020-07-08 10:47:00,1504.77,1504.77,1503.6,1503.87,1977.0
2020-07-08 10:46:00,1505.5,1505.56,1504.2999,1504.93,4706.0
2020-07-08 10:45:00,1506.04,1506.445,1505.63,1506.12,2322.0
2020-07-08 10:44:00,1506.8,1506.8,1506.59,1506.59,696.0
2020-07-08 10:43:00,1507.655,1507.68,1506.98,1507.48,2316.0
2020-07-08 10:42:00,1507.07,1507.52,1506.49,1507.165,3100.0
2020-07-08 10:41:00,1506.25,1506.45,1505.68,1506.1002,2284.0
2020-07-08 10:40:00,1507.1,1507.1,1506.605,1506.605,1033.0
